collection_name,creator,rarity_score,trait_count,past_avg_price,floor_price,sales_last_7d,sales_last_30d,twitter_followers,discord_members,engagement_rate,listing_count,days_since_mint,blockchain,sale_price
Moonbirds,Meebits_Dev,113.52,13.0,1.8509,0.9741,163,489,1190037,419578.0,0.0377,3639,656,polygon,0.9473
Cool Cats,Azuki_Team,101.85,13.0,16.7272,7.217,167,501,1134863,281492.0,0.0914,1984,1161,ethereum,11.5585
Bored Ape YC,CoolCats_Dev,356.56,12.0,1.4385,0.5251,128,256,738174,25812.0,0.0065,405,667,ethereum,4.674
Pudgy Penguins,Invisible_Studio,251.2,4.0,4.7157,2.6302,44,220,1446047,75717.0,0.0365,1712,101,ethereum,6.3641
RTFKT,SnowFro,299.98,7.0,24.4602,11.148,21,63,752735,404686.0,0.0458,4988,1123,solana,11.4426
Sandbox Land,Decentraland_Fdn,354.56,1.0,19.6176,6.4473,145,580,828688,144695.0,0.1374,2632,737,ethereum,13.8921
World of Women,CoolCats_Dev,274.17,14.0,26.0597,9.101,66,264,1607037,262314.0,0.088,3648,800,ethereum,14.7897
Meebits,Evan_Conceicao,394.06,4.0,12.5232,4.1452,0,0,637045,447716.0,0.1065,1339,116,ethereum,9.0812
RTFKT,WoW_NFT,160.11,9.0,63.2676,18.2414,4,8,1399132,144633.0,0.1017,2608,564,ethereum,32.3482
World of Women,CoolCats_Dev,429.64,7.0,26.1798,13.5941,111,555,1331525,5877.0,0.0595,3989,551,polygon,7.3902
Moonbirds,CyberKongz_Dev,54.73,13.0,21.9527,7.6551,168,840,61675,42032.0,0.0031,3375,977,polygon,2.6802
Otherdeed,CoolCats_Dev,317.37,12.0,34.1967,13.6407,72,216,1368605,457814.0,0.0169,47,459,ethereum,21.5809
Otherdeed,SnowFro,445.18,11.0,29.4084,11.0288,199,398,1602807,299996.0,0.0694,3039,412,polygon,3.9959
Chromie Squiggle,GaryVee,127.09,10.0,7.5371,2.6449,76,228,541221,164268.0,0.1413,3959,817,solana,3.0465
CryptoPunks,KevinRose_Team,164.09,2.0,2.5679,0.8934,146,730,1828798,39424.0,0.0381,684,19,ethereum,4.68
CryptoPunks,KevinRose_Team,153.42,13.0,23.8567,7.4219,48,192,40136,347928.0,0.105,1972,894,ethereum,9.638
Azuki,Decentraland_Fdn,282.57,1.0,16.1676,8.6305,121,242,359866,19920.0,0.1242,3228,9,ethereum,11.4735
Mutant Ape YC,Evan_Conceicao,207.02,7.0,43.6829,16.5861,54,216,1891408,45949.0,0.1361,35,286,polygon,7.9981
Doodles,CoolCats_Dev,54.87,6.0,2.4781,1.4571,155,310,1711088,297026.0,0.0447,3556,597,ethereum,3.1967
Bored Ape YC,Meebits_Dev,445.75,6.0,3.7552,1.5103,90,270,1510695,320671.0,0.1398,4236,233,ethereum,8.0224
Mutant Ape YC,LarvaLabs,103.13,14.0,22.3976,7.7825,8,24,1208100,284938.0,0.0916,2636,43,ethereum,10.5339
VeeFriends,Meebits_Dev,267.51,4.0,12.2518,4.1148,49,147,402608,454739.0,0.0768,2239,503,solana,5.7291
Chromie Squiggle,Decentraland_Fdn,297.81,9.0,0.9561,0.4663,70,280,978655,134652.0,0.117,468,848,ethereum,4.3505
Doodles,CoolCats_Dev,21.34,4.0,15.9698,7.0296,93,186,1131548,277645.0,0.0366,3626,291,polygon,3.2606
CloneX,GaryVee,48.76,13.0,0.8903,0.4853,54,270,179805,153093.0,0.1221,4716,329,ethereum,1.046
CloneX,WoW_NFT,485.87,11.0,2.0507,1.4415,115,460,1190097,181124.0,0.0978,4393,812,solana,3.715
Meebits,SnowFro,332.59,6.0,37.4713,22.6921,192,576,178898,75417.0,0.1201,2752,1137,ethereum,25.6679
RTFKT,LarvaLabs,17.75,2.0,131.3416,40.039,142,710,252414,396809.0,0.1285,181,621,ethereum,81.6265
Invisible Friends,SnowFro,397.31,3.0,1.847,1.0421,62,186,340452,351885.0,0.093,1436,671,solana,3.5211
Azuki,CoolCats_Dev,254.76,4.0,10.3739,3.0184,135,405,383718,356391.0,0.0065,1318,992,solana,5.0329
Mutant Ape YC,LarvaLabs,38.52,6.0,7.5645,4.7169,193,386,164568,71188.0,0.0454,47,80,ethereum,6.4887
Sandbox Land,Decentraland_Fdn,340.7,13.0,106.6797,37.9957,48,240,1913434,58934.0,0.1318,603,1177,ethereum,71.3064
CryptoPunks,Azuki_Team,250.18,2.0,6.0399,2.4807,46,230,1605278,391067.0,0.0944,2878,571,polygon,1.8887
Meebits,GaryVee,103.25,9.0,6.9344,2.5288,7,14,1016267,332884.0,0.1336,499,454,solana,2.2644
World of Women,Decentraland_Fdn,438.97,5.0,75.0219,28.7452,168,840,737589,14980.0,0.0583,202,741,ethereum,29.3201
Doodles,Invisible_Studio,146.4,1.0,7.9088,2.8584,166,830,383288,332361.0,0.0762,4728,1094,ethereum,7.2971
Sandbox Land,SnowFro,142.99,9.0,34.7977,10.6615,82,246,1898042,490024.0,0.1295,3027,1124,polygon,6.0477
Invisible Friends,Meebits_Dev,137.11,10.0,1.834,0.7614,174,870,1595250,375985.0,0.1145,4029,932,polygon,1.0129
Art Blocks,GaryVee,383.96,14.0,4.2682,3.6492,130,520,1504083,138914.0,0.0572,1250,580,polygon,2.0947
CloneX,Sandbox_AG,353.35,8.0,1.0259,0.6117,195,780,941411,158221.0,0.0044,1829,179,ethereum,5.7101
World of Women,CyberKongz_Dev,451.67,5.0,3.4992,1.263,184,368,55383,376078.0,0.1322,3056,229,ethereum,7.6999
Chromie Squiggle,CoolCats_Dev,115.44,12.0,27.4226,12.2686,191,382,1277004,200698.0,0.1182,3439,1003,solana,9.8923
Invisible Friends,CoolCats_Dev,393.4,4.0,10.0101,4.2212,78,312,975337,368381.0,0.0679,1847,151,solana,4.4476
Sandbox Land,Azuki_Team,286.95,10.0,7.6136,3.0559,126,378,595354,480023.0,0.0824,4598,578,polygon,1.5104
Mutant Ape YC,CyberKongz_Dev,155.03,14.0,3.5706,1.8249,33,165,630533,202801.0,0.0314,3520,489,ethereum,3.7054
Sandbox Land,Invisible_Studio,18.69,1.0,10.0929,3.4391,178,356,116279,286771.0,0.0624,1111,851,ethereum,4.6797
Mutant Ape YC,Meebits_Dev,409.65,13.0,18.0673,6.4323,63,315,1743430,244931.0,0.0253,500,412,polygon,3.1174
Pudgy Penguins,SnowFro,121.29,3.0,40.6101,14.5778,89,356,330305,254301.0,0.0324,80,843,ethereum,29.6582
Azuki,Evan_Conceicao,316.24,7.0,0.5353,0.192,118,590,1626344,,0.1271,4224,610,solana,1.3707
Decentraland,Invisible_Studio,274.89,4.0,5.3285,1.6518,157,785,1946087,493426.0,0.055,4122,1063,ethereum,7.1543
Art Blocks,LarvaLabs,3.22,3.0,13.4985,5.4244,146,730,92436,270428.0,,2399,224,polygon,2.8622
RTFKT,SnowFro,497.18,10.0,13.6034,3.9803,191,573,1247365,114855.0,0.0716,3616,913,solana,8.3038
Mutant Ape YC,Evan_Conceicao,407.35,7.0,9.4391,7.2721,142,568,133942,287004.0,0.0115,4418,866,ethereum,11.2869
VeeFriends,CoolCats_Dev,243.75,8.0,15.9394,6.1783,159,318,1662254,199028.0,0.0549,809,989,ethereum,14.9414
Meebits,YugaLabs,340.49,7.0,8.6802,3.1086,114,342,1014609,410975.0,0.0246,4904,588,ethereum,11.829
Mutant Ape YC,Azuki_Team,238.82,11.0,5.223,2.3816,83,249,43528,379965.0,0.1043,2453,385,ethereum,5.8528
RTFKT,KevinRose_Team,372.55,14.0,5.7433,3.3381,182,546,1544852,191137.0,0.1368,2196,621,ethereum,8.9921
Cool Cats,KevinRose_Team,68.03,8.0,42.2467,17.7874,75,300,1531042,,0.1147,810,1167,ethereum,29.5188
Cool Cats,Invisible_Studio,223.73,3.0,3.5597,1.8619,124,248,1849880,16638.0,0.117,3365,234,solana,2.3978
Cool Cats,GaryVee,168.43,5.0,13.6028,4.1563,58,232,970161,483353.0,0.1294,3017,794,ethereum,8.9557
Azuki,LarvaLabs,230.37,7.0,10.566,5.5846,96,288,1866008,255499.0,0.1167,159,269,ethereum,8.3168
VeeFriends,Invisible_Studio,225.79,2.0,41.9532,29.149,73,146,1330783,327184.0,0.0857,3241,928,ethereum,30.0393
World of Women,SnowFro,72.4,4.0,7.6295,3.1256,51,204,1052214,,0.1074,715,508,ethereum,3.7346
Doodles,Decentraland_Fdn,488.27,3.0,28.1823,14.1621,164,820,716730,156616.0,0.063,1390,1030,ethereum,27.1969
Decentraland,Invisible_Studio,8.73,14.0,24.3683,19.6559,153,612,586397,344980.0,0.0115,3062,196,ethereum,17.7389
Mutant Ape YC,WoW_NFT,6.03,6.0,10.0141,4.1516,140,280,1241927,198886.0,0.1061,3906,149,polygon,2.1082
CloneX,Azuki_Team,187.35,,8.1602,3.4804,16,64,1479200,340354.0,0.1085,679,1140,ethereum,3.8946
Doodles,CoolCats_Dev,310.57,8.0,4.3271,3.0196,49,196,71721,44947.0,0.0343,2373,404,solana,2.8986
Meebits,Meebits_Dev,90.65,8.0,8.223,3.297,43,172,824130,73087.0,0.1431,1432,102,ethereum,8.2667
CryptoPunks,LarvaLabs,267.06,14.0,30.2106,12.492,142,426,91654,461867.0,0.0088,3534,1003,ethereum,18.2934
Doodles,CyberKongz_Dev,361.66,10.0,17.3498,5.9133,178,356,793623,367966.0,0.1107,4142,497,polygon,2.5929
World of Women,KevinRose_Team,47.94,4.0,11.3165,5.9438,75,150,1597773,64421.0,0.1453,3202,1106,solana,4.3846
RTFKT,SnowFro,492.23,4.0,1.8838,1.1615,66,198,1381699,106954.0,0.0471,3976,525,ethereum,8.0088
Bored Ape YC,CyberKongz_Dev,169.01,10.0,4.7414,1.4036,111,444,249368,272897.0,0.137,2259,907,ethereum,5.7819
Chromie Squiggle,Decentraland_Fdn,321.57,1.0,141.0159,58.6822,197,788,1433861,3034.0,0.1241,2993,694,ethereum,73.1928
Art Blocks,Sandbox_AG,56.25,3.0,3.8662,3.6205,74,296,28460,200757.0,0.1119,1470,579,ethereum,5.1908
Moonbirds,RTFKTstudios,355.03,2.0,5.398,1.7688,55,165,25271,163350.0,0.1431,4942,583,ethereum,5.9905
Chromie Squiggle,WoW_NFT,420.39,10.0,37.2393,24.9611,104,312,1824956,67198.0,0.0985,1029,302,ethereum,29.6699
Meebits,WoW_NFT,53.54,7.0,18.6356,6.285,183,366,65933,149992.0,0.0747,4606,884,ethereum,10.7743
Azuki,Decentraland_Fdn,63.81,1.0,24.7808,8.9691,145,725,531430,146566.0,0.1017,3732,630,ethereum,13.6108
RTFKT,LarvaLabs,141.24,11.0,12.9952,3.7975,103,309,264302,33653.0,0.0624,4934,2,solana,4.3528
CloneX,LarvaLabs,6.96,10.0,10.4381,3.0575,146,584,1164973,316821.0,0.0494,3213,477,polygon,1.7585
Cool Cats,YugaLabs,493.04,11.0,6.165,3.6565,3,9,1044786,136274.0,0.0133,1767,487,ethereum,9.4245
CryptoPunks,CyberKongz_Dev,299.59,3.0,2.4869,0.8528,150,450,1677914,15722.0,0.0573,1411,1062,ethereum,5.2088
Art Blocks,GaryVee,304.19,13.0,7.2275,4.0329,19,38,1974187,11149.0,0.1207,906,512,ethereum,9.3478
Art Blocks,Meebits_Dev,479.52,3.0,16.4497,6.3932,78,390,1491941,482998.0,0.1419,4835,681,ethereum,12.6008
Azuki,YugaLabs,416.18,8.0,102.9856,41.2873,69,138,933680,59226.0,0.1463,541,100,polygon,22.5018
Moonbirds,LarvaLabs,407.31,8.0,5.6465,4.9689,138,690,93732,454556.0,0.0318,4053,471,solana,4.2155
Sandbox Land,SnowFro,170.41,,0.2758,0.2723,48,96,1844877,83398.0,0.0861,3495,341,solana,1.9424
CyberKongz,Meebits_Dev,168.1,6.0,4.5819,4.0037,47,94,1122116,42392.0,0.0868,642,598,solana,3.8279
Pudgy Penguins,CoolCats_Dev,146.58,1.0,158.3689,119.9896,176,880,435327,272801.0,0.0272,4579,1078,solana,54.5025
Meebits,YugaLabs,174.0,7.0,20.8395,12.6751,95,475,1083824,434189.0,0.0877,821,1120,solana,8.2402
CyberKongz,WoW_NFT,185.38,10.0,5.534,1.6937,148,740,783877,35887.0,0.0551,812,345,ethereum,5.0706
Cool Cats,SnowFro,70.86,5.0,20.9209,9.1096,116,580,700485,164352.0,0.1414,2724,736,ethereum,11.3462
Doodles,Evan_Conceicao,178.62,8.0,5.5048,1.8397,123,369,906928,376382.0,0.039,524,1145,ethereum,6.2
CryptoPunks,RTFKTstudios,223.93,14.0,2.7333,0.8829,137,274,1507249,33845.0,0.1254,520,275,ethereum,4.9592
RTFKT,Sandbox_AG,155.36,4.0,8.3713,2.9504,133,532,328055,84862.0,0.1346,3124,526,ethereum,8.4506
Pudgy Penguins,Evan_Conceicao,83.51,5.0,9.8963,5.002,182,728,1928029,153125.0,0.1106,4822,600,polygon,1.9624
Decentraland,YugaLabs,187.33,2.0,1.4977,0.474,156,624,125310,403333.0,0.033,276,4,ethereum,3.8314
Pudgy Penguins,SnowFro,240.97,8.0,3.2223,1.1286,60,120,294799,404462.0,0.0398,3193,559,ethereum,3.3864
CyberKongz,LarvaLabs,360.64,3.0,12.9679,4.5376,33,66,1352596,354736.0,0.1457,3012,146,ethereum,12.5558
Pudgy Penguins,CoolCats_Dev,355.91,12.0,8.9356,2.7461,169,676,290875,332949.0,0.0123,340,373,ethereum,10.3625
Meebits,GaryVee,102.14,5.0,17.9704,7.1978,74,370,1555415,13167.0,0.0184,756,139,ethereum,13.6345
RTFKT,LarvaLabs,19.29,10.0,2.422,1.0433,62,310,1469604,119355.0,0.1468,2222,883,solana,1.8221
Sandbox Land,SnowFro,152.6,3.0,34.0558,10.5586,22,88,860059,460857.0,0.1168,3469,1001,ethereum,21.8844
Doodles,Decentraland_Fdn,79.41,5.0,2.3128,1.0827,110,330,909105,359616.0,0.1122,1117,322,polygon,1.2099
Chromie Squiggle,CyberKongz_Dev,198.5,3.0,97.4645,32.1779,102,306,1999949,120594.0,0.0249,2176,49,ethereum,56.5254
Moonbirds,Evan_Conceicao,489.69,8.0,0.6488,0.5718,165,660,1590540,353939.0,0.0739,2457,591,ethereum,7.7155
CloneX,RTFKTstudios,91.35,1.0,1.2119,1.208,149,596,1264228,362173.0,0.1263,3561,138,ethereum,1.9006
Decentraland,SnowFro,160.12,2.0,17.1625,7.3953,144,288,282584,371456.0,0.05,1242,529,polygon,2.7319
RTFKT,GaryVee,362.83,8.0,39.0954,33.0189,107,321,1179543,490053.0,0.0297,3448,653,polygon,6.4439
Invisible Friends,SnowFro,255.08,8.0,22.5089,6.5407,172,688,80195,270374.0,0.0026,4160,560,ethereum,17.8518
Decentraland,RTFKTstudios,22.92,5.0,8.9271,8.806,196,980,504003,,0.0938,2917,626,solana,3.3534
VeeFriends,LarvaLabs,81.68,7.0,12.7944,4.577,162,810,1396019,409490.0,0.0448,3608,680,ethereum,7.3196
Chromie Squiggle,LarvaLabs,467.69,6.0,2.1035,1.3078,69,345,815553,7582.0,0.1297,845,197,solana,3.965
Chromie Squiggle,CyberKongz_Dev,52.48,11.0,8.5093,2.4889,55,110,1989424,320716.0,0.0432,4533,820,ethereum,4.196
CyberKongz,CoolCats_Dev,317.91,7.0,2.0453,1.0468,0,0,1878760,398225.0,0.0236,1513,802,ethereum,5.6162
Bored Ape YC,CoolCats_Dev,396.37,12.0,1.032,0.9661,198,792,190049,62787.0,0.1441,997,172,polygon,1.0403
Decentraland,SnowFro,133.45,4.0,7.7467,7.258,146,730,1766921,398690.0,0.1448,2746,521,ethereum,5.8515
Decentraland,Evan_Conceicao,,3.0,2.7753,1.1644,187,561,1728743,405146.0,0.1031,1933,346,ethereum,6.7492
RTFKT,KevinRose_Team,,6.0,22.7986,6.5763,157,785,212715,326972.0,0.1393,2311,477,ethereum,9.7441
Art Blocks,CoolCats_Dev,143.09,2.0,3.2414,0.9397,86,344,770886,161951.0,0.0251,4029,927,ethereum,5.1091
VeeFriends,YugaLabs,156.6,10.0,11.7888,6.3959,29,116,1897238,101055.0,0.0696,2684,716,polygon,2.745
VeeFriends,SnowFro,498.22,6.0,5.5019,2.4932,9,36,34070,352546.0,0.0314,1875,1089,solana,5.9425
Meebits,Azuki_Team,108.07,6.0,30.3256,24.2384,158,790,117736,78579.0,0.0723,4003,683,solana,11.9819
Pudgy Penguins,LarvaLabs,65.47,8.0,15.2371,6.6092,60,240,1020288,337598.0,0.1189,1901,54,ethereum,9.7836
Sandbox Land,SnowFro,462.92,2.0,49.3498,19.7458,75,300,1906247,,,4792,853,ethereum,24.3113
World of Women,RTFKTstudios,81.8,6.0,2.9457,1.8098,167,501,558068,168022.0,0.0016,4930,88,ethereum,4.1585
Moonbirds,Meebits_Dev,439.76,14.0,12.1302,4.794,96,288,1545781,253310.0,0.059,2351,410,ethereum,12.813
CyberKongz,GaryVee,325.58,9.0,4.4865,1.3808,190,760,1386959,80925.0,0.1491,3856,1120,ethereum,9.3577
Pudgy Penguins,LarvaLabs,288.85,,2.7348,2.7283,109,545,292515,397284.0,0.0888,3543,1187,solana,3.747
Bored Ape YC,Meebits_Dev,375.92,8.0,5.145,3.2722,166,664,576017,347509.0,0.0451,4305,178,solana,3.9531
Chromie Squiggle,LarvaLabs,363.27,7.0,2.8601,1.8757,25,125,1248380,8261.0,0.059,2311,1182,polygon,2.0122
Chromie Squiggle,RTFKTstudios,56.15,14.0,1.3651,1.0423,79,316,963659,424526.0,0.0491,2040,1175,ethereum,2.9338
Moonbirds,Meebits_Dev,499.73,14.0,1.1631,0.8218,36,108,475007,358448.0,0.0677,1390,1054,ethereum,8.5672
CryptoPunks,CoolCats_Dev,471.0,6.0,0.6935,0.2704,11,44,401530,419131.0,0.0672,2933,994,ethereum,7.727
VeeFriends,KevinRose_Team,448.4,13.0,1.5855,1.2616,198,792,1114614,300886.0,0.0765,3082,91,ethereum,6.5727
Sandbox Land,Evan_Conceicao,311.52,2.0,27.0862,9.5162,103,515,1656289,313289.0,0.0702,2258,145,ethereum,13.432
Decentraland,CoolCats_Dev,261.87,5.0,2.1178,0.6582,70,210,826284,191837.0,0.0779,1558,736,ethereum,3.1222
CloneX,RTFKTstudios,268.6,5.0,2.878,0.8678,75,150,1850900,113780.0,0.0052,2256,123,ethereum,4.1093
World of Women,CyberKongz_Dev,8.45,10.0,101.8808,38.4392,48,96,1334579,117778.0,0.0091,2515,301,solana,25.0317
Invisible Friends,Meebits_Dev,250.24,9.0,3.1184,2.088,24,48,806969,158173.0,0.0563,647,1172,ethereum,7.2235
Pudgy Penguins,Invisible_Studio,312.26,7.0,7.9928,6.588,182,728,1413945,145543.0,0.1329,3304,1092,solana,6.6316
VeeFriends,KevinRose_Team,329.69,4.0,15.3061,9.687,21,105,898035,377338.0,0.1188,4212,306,ethereum,15.3928
Mutant Ape YC,CyberKongz_Dev,166.74,8.0,33.7925,9.9247,76,304,1513483,262216.0,0.0174,1616,646,ethereum,23.7353
VeeFriends,RTFKTstudios,236.17,4.0,2.4563,0.7212,30,60,1965376,205485.0,0.0747,1958,646,ethereum,4.0904
Decentraland,RTFKTstudios,318.52,7.0,6.6393,3.3964,185,555,1575863,362658.0,0.0911,473,315,ethereum,5.7749
Cool Cats,RTFKTstudios,214.72,5.0,1.1663,0.6428,41,205,284659,366275.0,0.0727,2913,284,ethereum,3.1616
VeeFriends,GaryVee,481.11,13.0,192.015,84.4012,78,156,143686,467465.0,0.1049,2143,525,ethereum,61.6341
Chromie Squiggle,SnowFro,353.02,11.0,1.1432,0.6611,150,600,1617334,,0.1496,4286,721,solana,2.2836
CyberKongz,LarvaLabs,1.64,3.0,4.3959,1.2745,114,342,1694598,121740.0,0.0154,4536,965,ethereum,2.8398
Pudgy Penguins,GaryVee,12.62,14.0,1.9968,1.2857,76,380,1134773,3258.0,0.0778,3869,1008,ethereum,2.3152
Moonbirds,CyberKongz_Dev,345.46,10.0,1.4302,0.7438,112,448,490349,80003.0,0.0773,1058,25,ethereum,5.8135
Cool Cats,CoolCats_Dev,206.91,5.0,47.102,22.717,87,348,1761528,301784.0,0.0848,999,788,ethereum,24.2014
CloneX,Meebits_Dev,419.9,8.0,107.6616,82.0179,57,228,897190,404628.0,0.0259,2433,739,ethereum,76.8926
Doodles,SnowFro,87.33,3.0,4.9557,2.5322,119,595,585210,300498.0,0.0961,3096,56,ethereum,4.1622
Decentraland,CyberKongz_Dev,7.9,1.0,2.8873,0.919,73,292,732811,495870.0,0.0076,168,1001,solana,1.6341
Pudgy Penguins,SnowFro,194.65,6.0,0.4134,0.306,192,768,592667,313814.0,0.1114,2483,714,polygon,0.8273
Moonbirds,WoW_NFT,368.3,11.0,8.2257,3.3437,92,460,565143,441310.0,0.0998,442,862,polygon,3.4094
Decentraland,LarvaLabs,485.89,5.0,6.1829,3.066,151,604,651976,134165.0,0.0502,1308,793,ethereum,9.543
Sandbox Land,Decentraland_Fdn,441.94,6.0,2.9257,2.0512,46,184,1348517,162025.0,0.1484,1801,401,ethereum,8.4616
CloneX,KevinRose_Team,242.55,14.0,6.0257,5.8454,129,387,33753,,0.1245,213,241,solana,3.2124
Pudgy Penguins,Invisible_Studio,406.6,14.0,12.1217,7.2009,111,333,726096,330494.0,0.0814,1319,454,ethereum,12.5563
Decentraland,Evan_Conceicao,36.09,7.0,7.625,6.6042,148,296,340200,243784.0,0.1486,3152,914,ethereum,6.9581
Moonbirds,CoolCats_Dev,286.56,1.0,5.9555,3.0668,92,368,1296451,477875.0,0.1247,4989,764,ethereum,4.2095
Otherdeed,Decentraland_Fdn,,10.0,3.6152,1.1949,143,429,1989175,381217.0,0.0216,3901,752,polygon,2.8035
Meebits,Azuki_Team,198.8,11.0,27.8919,9.9642,11,55,1575772,147769.0,0.0891,1538,157,ethereum,12.6913
Mutant Ape YC,RTFKTstudios,480.09,13.0,15.3248,4.5495,138,690,498272,305585.0,0.0875,4709,12,polygon,4.1447
Chromie Squiggle,Sandbox_AG,111.12,14.0,26.9069,13.014,150,750,1026603,198080.0,0.0983,2206,801,polygon,6.7248
CryptoPunks,RTFKTstudios,53.71,9.0,32.0326,11.5662,99,297,40324,208093.0,0.1412,1781,1140,ethereum,20.7719
Decentraland,CyberKongz_Dev,262.86,2.0,2.1672,0.8137,6,24,826111,402537.0,,4237,430,solana,1.7881
Art Blocks,GaryVee,,4.0,1.2367,0.8017,113,565,557441,339845.0,0.0125,2002,535,ethereum,6.3537
Doodles,Decentraland_Fdn,156.33,,3.1837,1.81,156,624,1003742,6262.0,0.0724,3696,1149,ethereum,5.4307
Decentraland,GaryVee,400.28,9.0,2.9329,1.2617,92,368,817076,287531.0,0.1184,823,279,ethereum,5.8467
Moonbirds,LarvaLabs,85.43,7.0,33.186,11.0929,18,54,1365470,323545.0,0.0544,1668,626,solana,9.2676
Cool Cats,Decentraland_Fdn,373.04,6.0,14.7191,6.8317,78,234,1095800,255404.0,0.005,4923,104,ethereum,11.4124
Meebits,CoolCats_Dev,278.96,10.0,26.303,16.7604,198,792,1877816,150061.0,0.0462,1227,317,ethereum,21.1772
Moonbirds,KevinRose_Team,88.33,6.0,25.1252,7.2123,54,270,137597,324315.0,0.1026,4249,449,ethereum,9.5354
CryptoPunks,Sandbox_AG,359.33,3.0,7.4202,5.7568,105,210,1889188,473844.0,0.0138,2337,822,ethereum,10.4761
Pudgy Penguins,RTFKTstudios,357.16,14.0,64.0986,18.9097,71,142,1580962,43060.0,0.057,4788,370,ethereum,30.5493
Mutant Ape YC,CoolCats_Dev,258.2,5.0,23.8025,7.8748,142,284,1425919,301490.0,0.0208,2085,553,ethereum,15.3735
World of Women,SnowFro,113.51,4.0,15.0628,4.8633,85,340,1651089,455139.0,0.0719,2481,358,ethereum,9.2975
CyberKongz,GaryVee,67.01,1.0,79.1158,26.4841,76,228,101247,200311.0,0.0221,1979,170,solana,24.7268
Bored Ape YC,Meebits_Dev,478.67,7.0,7.8241,5.146,115,345,426714,167607.0,0.0172,1056,952,ethereum,10.5178
Moonbirds,YugaLabs,328.25,14.0,8.0296,3.1105,114,570,2109,123880.0,0.105,4220,807,polygon,3.1328
CloneX,CyberKongz_Dev,404.81,3.0,4.7424,1.6399,99,198,1596937,112424.0,0.0245,2870,775,ethereum,9.0382
Bored Ape YC,SnowFro,348.79,4.0,29.8423,10.419,51,102,709555,195612.0,0.0241,2530,700,polygon,4.8399
Meebits,SnowFro,414.91,3.0,33.2019,19.7758,21,42,723173,385920.0,0.0893,1866,160,ethereum,30.0472
CloneX,Invisible_Studio,82.08,2.0,6.1275,4.2177,138,414,1221509,90967.0,0.0075,3863,618,ethereum,5.8018
VeeFriends,WoW_NFT,248.98,9.0,39.1932,21.5311,67,268,846508,115687.0,0.0059,1745,849,solana,14.1254
RTFKT,LarvaLabs,333.9,5.0,0.9271,0.4215,122,244,1274645,499397.0,0.0653,1195,593,ethereum,6.147
CloneX,YugaLabs,52.59,11.0,10.2081,4.1932,75,150,1872808,497885.0,0.0554,420,868,ethereum,5.6572
Doodles,CyberKongz_Dev,75.83,6.0,13.2082,4.2712,170,340,664478,113531.0,0.0821,4367,395,polygon,1.777
Invisible Friends,CyberKongz_Dev,317.36,9.0,5.4743,1.8731,141,705,1783862,,0.149,375,617,polygon,2.2446
Cool Cats,YugaLabs,434.48,2.0,210.6745,78.3067,80,160,1065006,201829.0,0.0658,4226,457,ethereum,96.0066
Moonbirds,Meebits_Dev,330.55,5.0,6.8663,4.1395,66,264,750533,148382.0,0.0868,1900,1194,ethereum,11.856
CyberKongz,SnowFro,19.07,6.0,6.037,2.7476,149,596,1838320,76510.0,0.138,22,215,solana,2.286
Azuki,Azuki_Team,485.25,1.0,8.5007,4.6235,1,2,976476,31126.0,0.073,4631,340,polygon,3.0369
Cool Cats,Sandbox_AG,70.61,6.0,0.6432,0.4052,11,44,255914,306934.0,0.1174,3706,817,solana,1.1581
Doodles,CoolCats_Dev,,7.0,1.8468,1.8007,16,48,573404,20997.0,0.0827,3617,71,ethereum,4.1243
Otherdeed,Evan_Conceicao,487.51,6.0,26.9599,14.5835,69,276,1691111,310522.0,,2744,615,polygon,4.9516
Moonbirds,GaryVee,385.75,8.0,3.4561,2.107,99,198,1031110,47660.0,0.1399,3805,35,ethereum,4.6775
Art Blocks,Invisible_Studio,468.35,12.0,4.0276,1.6576,58,232,1120272,77278.0,0.0011,674,633,solana,5.6943
Chromie Squiggle,Evan_Conceicao,403.5,11.0,24.9327,21.5727,37,185,1363974,2615.0,0.1352,1179,385,ethereum,20.9764
VeeFriends,SnowFro,326.22,1.0,37.5208,22.3831,62,124,389334,198973.0,0.0752,2723,228,polygon,8.7236
Bored Ape YC,Meebits_Dev,142.99,9.0,9.2672,8.3344,98,392,185789,163612.0,0.0914,3675,598,ethereum,9.7422
Moonbirds,SnowFro,164.11,13.0,6.758,2.5957,59,236,881074,166197.0,0.0681,2946,397,ethereum,7.4797
Otherdeed,SnowFro,473.69,13.0,8.1384,3.3623,114,228,1839722,155296.0,0.0399,2037,94,polygon,2.8243
Chromie Squiggle,Meebits_Dev,430.45,5.0,3.1481,1.7075,76,304,254728,469155.0,0.0108,3362,639,ethereum,6.2053
Otherdeed,Evan_Conceicao,180.39,11.0,1.8587,1.3584,186,744,1437888,215102.0,0.1418,306,679,solana,1.4861
Art Blocks,YugaLabs,187.26,,4.3447,1.2798,198,594,1958414,404636.0,0.094,2545,794,ethereum,4.2634
Pudgy Penguins,CyberKongz_Dev,149.55,6.0,5.2535,2.1347,131,393,193956,116538.0,0.1311,1980,1081,ethereum,5.4526
Pudgy Penguins,RTFKTstudios,163.74,13.0,3.4931,1.2948,110,440,266703,241634.0,0.0443,2495,843,ethereum,3.9504
Sandbox Land,CyberKongz_Dev,430.47,9.0,1.598,0.6863,6,24,1738043,31464.0,0.0424,664,956,ethereum,4.8738
